X1,X2,X3,Y
0.176894941478722,0.0592848882195056,0.437464296355366,1
0.634372429746287,0.126294949829718,1.36072784922633,1
0.772711780991434,0.160235134739298,1.6207029249872,1
0.112148958384677,0.10748451830488,0.256801886826379,1
0.326715470807881,0.078964169518586,0.70066137696419,1
0.775610124885435,0.112573457697553,1.6182788441235,1
0.947747765896578,0.18451018695489,1.9406405709331,1
0.171291564336336,0.155689179981295,0.431150064375738,1
0.850758414741157,0.113339785120333,1.76194931533556,1
0.621115826076088,0.140005776707436,1.34020027688962,1
0.799091386278737,0.0161554890359208,1.64604010906993,1
0.433716078341575,0.199373794812334,0.871732917640696,1
0.5091624148407,0.173624176269073,1.09309977365775,1
0.405720628223555,0.0883320757969452,0.877581911836826,1
0.730617113668273,0.167515627622929,1.55166844760167,1
0.150848112807001,0.132868570599763,0.376678460609107,1
0.486119440150352,0.155803328922914,0.991638224375666,1
0.582042994113113,0.0440148298163382,1.17132458490958,1
0.447543807025575,0.00769719658665888,0.979764048790179,1
0.787968867809881,0.0457709374716442,1.6494002225547,1
0.25687032114493,0.0246590840454809,0.537110041031161,1
0.436756656226894,0.177518215995812,0.898101887319444,1
0.91744450880187,0.00734451108589509,1.9087431304649,1
0.689421272781748,0.173190510146845,1.44576841481511,1
0.394175452408912,0.174395871384417,0.848706788187452,1
0.878227043710581,0.0688916365590529,1.77924890727779,1
0.239520882468622,0.0424623305316154,0.56156186904231,1
0.806353048858418,0.17959628155652,1.69604238866449,1
0.337845698418042,0.0326100748600894,0.76364398980439,1
0.666726818454234,0.161912441238251,1.42453198537815,1
0.243958791916196,0.0514986047844136,0.493781228776819,1
0.503001305222722,0.159940702392171,1.05749079963764,1
0.733939232577464,0.120126262710559,1.49790721694341,1
0.0426545717884315,0.00613511908068354,0.103458724229184,1
0.833158108655984,0.0172686914269332,1.73744590884745,1
0.443441681261815,0.0409976009244184,0.891055590242749,1
0.409299493699143,0.0540618626401403,0.84189159232561,1
