X1,X2,X3,Y
-1.41299227741523,-2.80940681678888,0.0011333992391397,-1
1.84441024905804,-2.39827736919735,0.00163736208053978,-1
0.286876542591304,0.2466731693911,0.148161857950143,1
0.0971382962062118,-0.272599304449855,0.152628230411562,1
0.817198253384243,1.79156222361392,0.0228997070835136,-1
1.52122774179903,-0.175612993941833,0.04927374234578,-1
-0.39685542670085,-0.565414323020562,0.125371887366219,1
-0.969935040693458,1.41310401232233,0.0366370398407454,-1
-0.821945966775116,-0.230395803120118,0.110557916334764,1
0.0176464404729564,-0.291259660696527,0.152521629559567,1
-1.79976998865797,-1.27766896992085,0.0139303959017257,-1
-1.31818765859975,-0.444215658215558,0.0604855858010717,-1
-0.613615690085307,0.058716917174526,0.131616483661273,1
-1.57057881013751,-1.25401799951514,0.0211203861353002,-1
1.98787114669243,0.758200972075064,0.0165540040251993,-1
-0.101074486566173,-2.39733686619645,0.00894556753068813,-1
-0.131471979921108,0.887567105825572,0.106415164276585,1
0.88359518289423,0.300010749886862,0.102976907486393,1
-0.437171566656456,0.702641636897862,0.113008844806728,1
0.867192703195205,-1.85651173006614,0.0195026181059057,-1
0.509540407928765,-0.485620863902535,0.124231739351732,1
0.563322397274986,0.402464242848076,0.125238938106206,1
-0.92538334279935,-1.01483704522964,0.0619770362159439,-1
1.22873127908917,-0.587095147390503,0.0629693171520694,-1
-0.730421768118482,-1.47627338735043,0.040994121394508,-1
2.22816140806363,-2.42792495885148,0.000697757805102696,-1
-1.11584061398682,-2.27402337873525,0.00643490392678639,-1
0.103861580855706,0.0236164475591213,0.158254695230352,1
-1.46412960154086,-0.478808960724242,0.048589694305041,-1
-0.258796578179442,2.11577051054805,0.0164142186732652,-1
-0.111389024208229,-0.178708763504375,0.155664966039158,1
-0.710446938083837,-0.574238028929847,0.104861048875516,1
0.363746798837544,0.730269184674304,0.114100062507425,1
-1.15342426855677,1.30691610589087,0.0348366358386047,-1
-0.948044415567132,-0.277404586547803,0.0977103464171191,1
-0.569724418031486,0.830093315871493,0.09587620229034,1
0.00357311177030853,0.140792496229209,0.157584301944527,1
0.722711086038946,-0.612564291027006,0.101606250133093,1
-0.313510695665161,-0.776535581529501,0.112081914085535,1
-0.300460274121745,0.481119478304218,0.135504120331539,1
1.33963244233812,-0.613743067143267,0.053743912031207,-1
-0.160566685268542,0.26890173756893,0.151537528952338,1
0.433713915828057,0.234592851376221,0.140936217407772,1
0.147689706319836,0.101069353989825,0.156626592496257,1
-0.436273737792505,-0.42962733353823,0.131949728132895,1
-0.489251098121374,0.0788481311954663,0.140764232395391,1
-0.587022253077466,0.753552765002801,0.100852571762937,1
0.234653623384054,0.449919528201139,0.139928735401377,1
-1.65792958125852,-0.395559687321606,0.0372361190062801,-1
-0.0366729364793851,-1.44584566436015,0.0559227300775569,-1
0.37254004837683,1.30670695794404,0.0632277717957426,-1
0.373463794219168,0.53324141743446,0.128762214525219,1
2.06508559284781,-0.01645517578623,0.0188677397715442,-1
